,name,address,district,ratings,review_count,opening_hours,opening_hours_span,email_address,phones,web_page,payment_methods,products,services,marks,coordinates
1293,RESTAURACE NA PALIÁRCE,"Veletržní 55/561, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,,{'hlavní telefon': '+420 233 901 131'},,,,,,"{'latitude': 50.100975, 'longitude': 14.427263}"
1294,RESTAURACE NA PANKRÁCI,"Pikrtova 1/1321, 140 00 Praha 4-Nusle",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 241 403 985'},,,,,,"{'latitude': 50.05163, 'longitude': 14.44141}"
1295,Restaurace Na Pasece,"Rumunská 32/24, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': ['0 - 1', '11:30 - 23:59'], 'Ne': '11:30 - 22'}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 13.48, 'Ne': 10.5}",restaurace@napasece.cz,{'hlavní telefon': '+420 222 518 254'},http://www.napasece.cz,['hotově'],,['denní menu'],,"{'latitude': 50.074213, 'longitude': 14.434772}"
1296,Restaurace Na Pláni,"Na Vítězné pláni 1719/4, 140 00 Praha 4-Nusle",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 244 461 074'},,,,,,"{'latitude': 50.0619719, 'longitude': 14.4345576}"
1297,RESTAURACE NA PRŮHONĚ,"Makovského 8/1146, 163 00 Praha 17-Řepy",Praha 6,0.0,0,,,,{'hlavní telefon': '+420 235 301 235'},,,,,,"{'latitude': 50.066439, 'longitude': 14.305344}"
1298,RESTAURACE NA ROZHRANÍ,"Srbská 7/286, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,"{'Po': '11:30 - 23:30', 'Út': '11:30 - 23:30', 'St': '11:30 - 23:30', 'Čt': '11:30 - 23:30', 'Pá': '11:30 - 23:30', 'So': '11:30 - 23:30', 'Ne': '12 - 22'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 10.0}",,{'hlavní telefon': '+420 224 323 876'},,['hotově'],,"['restaurace', 'živá hudba', 'dětský koutek']","['Plzeň', 'Kozel', 'minipivovar Chýně']","{'latitude': 50.09915, 'longitude': 14.40525}"
1299,Restaurace na Rybárně,"Gorazdova 17/1983, 120 00 Praha 2-Nové Město",Praha 2,0.0,0,,,,{'hlavní telefon': '+420 222 510 352'},,,,,,"{'latitude': 50.075217, 'longitude': 14.414462}"
1300,Restaurace Na Rychtě,"Hloubětínská 80, 198 00 Praha-Praha 9",Praha 9,0.0,0,,,stolc.rychta@centrum.cz,{'hlavní telefon': '+420 773 502 300'},http://lapizzagiusta.cz,,"['pizza', 'nápoje']",['rozvoz do 5 km zdarma'],,"{'latitude': 50.10475, 'longitude': 14.53578}"
1301,RESTAURACE NA RYCHTĚ,"Oldřichova 3/251, 128 00 Praha 2-Nusle",Praha 2,0.0,0,,,,"{'hlavní telefon': '+420 261 211 546', 'další telefon': '+420 261 220 830'}",,,,,,"{'latitude': 50.065784, 'longitude': 14.425181}"
1302,RESTAURACE NA SKŘIVANCE,"Soběslavská 21/2248, 130 00 Praha 3-Vinohrady",Praha 3,0.0,0,"{'Po': '11 - 22', 'Út': '11 - 22', 'St': '11 - 22', 'Čt': '11 - 22', 'Pá': '11 - 23', 'So': '12 - 23', 'Ne': '12 - 21'}","{'Po': 11.0, 'Út': 11.0, 'St': 11.0, 'Čt': 11.0, 'Pá': 12.0, 'So': 11.0, 'Ne': 9.0}",skrivanka@svether.cz,{'hlavní telefon': '+420 412 511 601'},http://www.svether.cz,['hotově'],,"['restaurace', 'teplá a studená kuchyně', 'grilování na terase']",,"{'latitude': 50.07745, 'longitude': 14.474197}"
1303,Restaurace Na slamníku,"Wolkerova 12/566, 160 00 Praha 6-Bubeneč",Praha 6,82.0,2,,,,{'hlavní telefon': '+420 233 322 594'},,,,,,"{'latitude': 50.103426, 'longitude': 14.410907}"
1304,RESTAURACE NA STARÉ FAŘE,"Na Fišerce 17/20, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,,,,"{'hlavní telefon': '+420 233 313 033', 'další telefon': '+420 233 313 035'}",,,,,,"{'latitude': 50.112433, 'longitude': 14.381193}"
1305,Restaurace Na střídačce,"Výstaviště 67, 170 00 Praha 7-Bubeneč",Praha 7,20.0,2,,,info@nastridacce.cz,"{'hlavní telefon': '+420 736 641 566', 'další telefon': '+420 739 012 356'}",http://www.nastridacce.cz,,,"['restaurace', 'catering']",,"{'latitude': 50.10491, 'longitude': 14.431642}"
1306,RESTAURACE NA TETÍNĚ,"Tetínská 19/285, 150 00 Praha 5-Radlice",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 602 281 256'},,,,,,"{'latitude': 50.054609, 'longitude': 14.398838}"
1307,RESTAURACE NA TETÍNĚ,"Nuselská 61/1423, 140 00 Praha 4-Nusle",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 261 212 793'},,,,,,"{'latitude': 50.060591, 'longitude': 14.449156}"
1308,RESTAURACE NA TOČNĚ,"Radlická 2, 158 00 Praha 5-Jinonice",Praha 5,0.0,0,"{'Po': ['11:30 - 15', '17:30 - 23'], 'Út': ['11:30 - 15', '17:30 - 23'], 'St': ['11:30 - 15', '17:30 - 23'], 'Čt': ['11:30 - 15', '17:30 - 23'], 'Pá': ['11:30 - 15', '17:30 - 23'], 'So': ['11:30 - 15', '17:30 - 23'], 'Ne': None}","{'Po': 9.0, 'Út': 9.0, 'St': 9.0, 'Čt': 9.0, 'Pá': 9.0, 'So': 9.0, 'Ne': None}",tocna@tocna.cz,{'hlavní telefon': '+420 724 443 882'},http://www.tocna.cz,['hotově'],,['stravování'],,"{'latitude': 50.07153, 'longitude': 14.400809}"
1309,RESTAURACE NA TÝ LOUCE ZELENÝ,"Na Zelené louce 451, 148 00 Praha",Praha 4,67.0,1,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': '12 - 21'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.98, 'So': 12.98, 'Ne': 9.0}",,{'hlavní telefon': '+420 241 711 820'},http://www.natyloucezeleny.cz,['hotově'],,,['HOLBA'],"{'latitude': 50.023912, 'longitude': 14.466266}"
1310,RESTAURACE NA VALENTINCE,"Na Valentince 6/494, 150 00 Praha 5-Smíchov",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 257 318 227'},,,,,,"{'latitude': 50.06754, 'longitude': 14.407756}"
1311,Restaurace na Verandě,"Trousilova 6/1065, 182 00 Praha 8-Kobylisy",Praha 8,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23:59', 'So': ['0 - 1', '11 - 23:59'], 'Ne': ['0 - 1', '12 - 21']}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.98, 'So': 13.98, 'Ne': 10.0}",naverandepraha@seznam.cz,{'hlavní telefon': '+420 608 129 287'},http://www.naverandepraha.cz,"['CHEQUEDEJEUNER', 'TICKETRESTAURANT', 'hotově', 'SODEXO']",,,,"{'latitude': 50.127452, 'longitude': 14.451298}"
1312,RESTAURACE NA ZÁMYŠLI,"Na Zámyšli 1/501, 150 00 Praha 5-Košíře",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 257 211 437'},,,,,,"{'latitude': 50.069385, 'longitude': 14.374012}"
1313,RESTAURACE NA ZELENÉ LIŠCE,"Za Zelenou liškou 7/542, 140 00 Praha 4-Krč",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 241 733 037'},,,,,,"{'latitude': 50.046573, 'longitude': 14.443561}"
1314,Restaurace Na Zlaté vyhlídce,"Klapkova 106/893, 182 00 Praha 8-Kobylisy",Praha 8,0.0,0,,,,"{'hlavní telefon': '+420 284 691 210', 'další telefon': '+420 774 607 687'}",,,,,,"{'latitude': 50.132245, 'longitude': 14.4539}"
1315,RESTAURACE NA ZTRACENÉ,"Zoubkova 4/1231, 150 00 Praha 5-Smíchov",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 251 560 088'},,,,,,"{'latitude': 50.067377, 'longitude': 14.398159}"
1316,RESTAURACE NA ZTRACENÉ VARTĚ,"Na vartě 3/1509, 180 00 Praha 8-Libeň",Praha 8,99.0,3,,,,{'hlavní telefon': '+420 283 842 457'},,,,,,"{'latitude': 50.1167, 'longitude': 14.46941}"
1317,RESTAURACE NAD KOSTELEM,"Bořivojova 58/773, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,,,,{'hlavní telefon': '+420 777 279 249'},,,,,,"{'latitude': 50.08371, 'longitude': 14.45171}"
1318,RESTAURACE NAD ŠÁRKOU,"Evropská 134/664, 160 00 Praha 6-Dejvice",Praha 6,42.0,1,,,,{'hlavní telefon': '+420 220 562 257'},,,,,,"{'latitude': 50.098954, 'longitude': 14.365413}"
1319,Restaurace Národní kavárna,"Národní 11, 110 00 Praha",Praha 1,0.0,0,"{'Po': '8 - 22', 'Út': '8 - 22', 'St': '8 - 22', 'Čt': '8 - 22', 'Pá': '8 - 22', 'So': '08 - 22', 'Ne': '08 - 22'}","{'Po': 14.0, 'Út': 14.0, 'St': 14.0, 'Čt': 14.0, 'Pá': 14.0, 'So': 14.0, 'Ne': 14.0}",narodnikavarna.info@gmail.com,{'Rezervace Národní kavárna Praha 1': '+420 773 824 585'},https://narodnikavarna.cz/,"['VISA', 'MASTERCARD', 'hotově', 'faktura']","['káva', 'jídlo', 'pití']","['Kavárna', 'Restaurace', 'Cukrárna']","['Nespresso', 'Pilsner Urquell', 'PepsiCo.']","{'latitude': 50.081682, 'longitude': 14.415992}"
1320,Restaurace Nordsee,"Plzeňská 8/233, 150 00 Praha 5-Smíchov",Praha 5,0.0,0,,,info@nordsee.cz,{'hlavní telefon': '+420 725 615 002'},http://www.international.nordsee.com,"['MASTERCARD', 'hotově']",,['snack bar'],,"{'latitude': 50.07197, 'longitude': 14.40127}"
1321,Restaurace Nordsee,"Na Pankráci 86/1727, 140 00 Praha 4-Nusle",Praha 4,0.0,0,"{'Po': '9 - 21', 'Út': '9 - 21', 'St': '9 - 21', 'Čt': '9 - 21', 'Pá': '9 - 21', 'So': '9 - 21', 'Ne': '9 - 21'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",info@nordsee.cz,{'hlavní telefon': '+420 225 111 297'},http://www.international.nordsee.com,,,"['Wi-Fi', 'snack bar']",,"{'latitude': 50.05116, 'longitude': 14.4391}"
1322,Restaurace Nostalgia,"Orebitská 3/727, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '12 - 23', 'Ne': '12 - 20'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 11.0, 'Ne': 8.0}",restauracenostalgia@centrum.cz,{'hlavní telefon': '+420 777 315 746'},http://www.restauracenostalgia.cz,['hotově'],"['česká kuchyně', 'mezinárodní kuchyně', 'sudová moravská vína']",['gastronomické služby'],"['Pilsner Urquell,']","{'latitude': 50.08641, 'longitude': 14.446322}"
1323,"Restaurace Nostalgie, s.r.o.","Rybná 3, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",info@restaurace-nostalgie.cz,{'hlavní telefon': '+420 222 316 164'},http://www.restauracenostalgie.cz,,,,,"{'latitude': 50.0880051, 'longitude': 14.4261315}"
1324,Restaurace Nota Bene,"Mikovcova 4/605, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '12 - 23', 'Ne': None}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 11.0, 'Ne': None}",,{'hlavní telefon': '+420 721 299 131'},http://www.notabene-restaurant.cz,['hotově'],,['on-line rezervace'],,"{'latitude': 50.07633, 'longitude': 14.43081}"
1325,Restaurace Nuance,"Malé náměstí 4/138, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,trousil@nuancerestaurant.cz,{'hlavní telefon': '+420 224 247 400'},http://www.nuancerestaurant.cz,,,,,"{'latitude': 50.0869, 'longitude': 14.41926}"
1326,Restaurace Obzor,"Papírníkova 4/1007, 142 00 Praha 12-Kamýk",Praha 4,0.0,0,"{'Po': '10:30 - 23', 'Út': '10:30 - 23', 'St': '10:30 - 23', 'Čt': '10:30 - 23', 'Pá': '10:30 - 23', 'So': '10:30 - 23', 'Ne': '10:30 - 23'}","{'Po': 12.5, 'Út': 12.5, 'St': 12.5, 'Čt': 12.5, 'Pá': 12.5, 'So': 12.5, 'Ne': 12.5}",pekaratko@seznam.cz,{'hlavní telefon': '+420 725 348 902'},http://www.restauraceobzor.cz,['hotově'],,['Denní nabídka hotových jídel'],,"{'latitude': 50.00735, 'longitude': 14.45384}"
1327,Restaurace Oceán areál ZOO Praha,"U Trojského zámku 3/120, 171 00 Praha-Troja-Troja",Praha 7,0.0,0,,,,{'hlavní telefon': '+420 233 551 551'},,,,,,"{'latitude': 50.116714, 'longitude': 14.41108}"
1328,RESTAURACE OLYMP,"Slavětínská 98, 190 14 Praha-Klánovice-Klánovice",Praha 9,0.0,0,"{'Po': '10 - 23', 'Út': '10 - 23', 'St': '10 - 23', 'Čt': '10 - 23', 'Pá': '10 - 23', 'So': '10 - 23', 'Ne': '10 - 22'}","{'Po': 13.0, 'Út': 13.0, 'St': 13.0, 'Čt': 13.0, 'Pá': 13.0, 'So': 13.0, 'Ne': 12.0}",ladislav.jupa@restauraceolymp.cz,"{'hlavní telefon': '+420 603 516 851', 'další telefon': '+420 281 863 972'}",http://www.restauraceolymp.cz,,,"['česká kuchyně', 'zahrádka', 'salónky, herna']",,"{'latitude': 50.093333, 'longitude': 14.667638}"
1329,RESTAURACE ORION,"Říčanská 7/2414, 101 00 Praha 10-Vinohrady",Praha 10,0.0,0,,,,{'hlavní telefon': '+420 267 311 404'},,,,,,"{'latitude': 50.074077, 'longitude': 14.459437}"
1330,RESTAURACE PALACKÉHO 15,"Palackého 15/715, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 224 946 065'},,,,,,"{'latitude': 50.080845, 'longitude': 14.423977}"
1331,RESTAURACE PALEMEX - SUPERMARKET CHRPA,"Krejnická 1/2021, 148 00 Praha 11-Chodov",Praha 4,0.0,0,,,,"{'hlavní telefon': '+420 272 927 332', 'další telefon': '+420 272 929 216'}",,,,,,"{'latitude': 50.032779, 'longitude': 14.482266}"
1332,RESTAURACE PALFFY PALÁC CLUB,"Vladštejnská 14, 118 00 Praha 1-Malá Strana",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 257 530 522'},,,,,,"{'latitude': 50.090546, 'longitude': 14.405769}"
1333,RESTAURACE PAPRIKA,"Jateční 39/498, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,,{'hlavní telefon': '+420 722 064 214'},,,,,,"{'latitude': 50.10066, 'longitude': 14.4515}"
1334,Restaurace Pastař - Jan Blažek Čerstvá pasta,"Malostranské nábřeží 1/558, 118 00 Praha 1-Malá Strana",Praha 1,0.0,0,,,info@pastar.cz,{'hlavní telefon': '+420 777 009 108'},http://www.pastar.cz,,,,,"{'latitude': 50.08159, 'longitude': 14.40784}"
1335,RESTAURACE PASTIČKA,"Blanická 25/922, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,,{'hlavní telefon': '+420 222 253 228'},,,,,,"{'latitude': 50.07829, 'longitude': 14.439515}"
1336,RESTAURACE PEKING,"Legerova 64/802, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,,{'hlavní telefon': '+420 222 520 888'},,,,,,"{'latitude': 50.075258, 'longitude': 14.430376}"
1337,Restaurace Pepe Lopez,"Na příkopě 25/958, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,praha@pepelopez.cz,{'hlavní telefon': '+420 776 300 003'},http://praha.pepelopez.cz,,,"['cocktail bar', 'music club']",,"{'latitude': 50.08616, 'longitude': 14.42605}"
1338,Restaurace Peperoncino,"Letohradská 648/34, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,info@restaurant-peperoncino.cz,{'hlavní telefon': '+420 233 312 438'},http://www.restaurant-peperoncino.cz,,,,,"{'latitude': 50.0984744, 'longitude': 14.4269599}"
1339,RESTAURACE PĚT PENĚZ,"Dělnická 30/775, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,info@restauracepetpenez.cz,"{'hlavní telefon': '+420 220 808 376', 'další telefon': '+420 737 491 352'}",http://www.restauracepetpenez.cz,['hotově'],['vína'],,,"{'latitude': 50.103139, 'longitude': 14.44908}"
1340,RESTAURACE PIVNÍ ZÁLEŽITOST,"Biskupcova 19/1791, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,,,,{'hlavní telefon': '+420 222 590 695'},,,,,,"{'latitude': 50.089807, 'longitude': 14.469974}"
1341,Restaurace Plzeňka,"Truhlářská 1520/23, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '10 - 23:59', 'Út': '10 - 23:59', 'St': '10 - 23:59', 'Čt': '10 - 23:59', 'Pá': '10 - 23:59', 'So': '10 - 23:59', 'Ne': '10 - 23:59'}","{'Po': 13.98, 'Út': 13.98, 'St': 13.98, 'Čt': 13.98, 'Pá': 13.98, 'So': 13.98, 'Ne': 13.98}",mikuleckyj@seznam.cz,{'Main': '+420 604 569 759'},,['hotově'],"['Polévky', 'Hotovky', 'Vepřová žebra', 'Vepřová kolena', 'Chuťovky k pivu', 'Utopenci', 'Minutky']","['Pivnice', 'Restaurace', 'Polední menu', 'Polévka k obědu zdarma']","['Pilsner Urquell', 'Gambrinus']","{'latitude': 50.09074020385742, 'longitude': 14.430290222167969}"
1342,RESTAURACE POD LIPAMI,"Na Hlavní 18/2, 182 00 Praha-Březiněves-Březiněves",Praha 8,0.0,0,,,,{'hlavní telefon': '+420 266 314 466'},,,,,,"{'latitude': 50.164769, 'longitude': 14.483935}"
1343,RESTAURACE POD LOUBÍM,"Evropská 26/530, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,,,,"{'hlavní telefon': '+420 233 326 097', 'další telefon': '+420 233 326 217'}",,,,,,"{'latitude': 50.100403, 'longitude': 14.388032}"
1344,Restaurace Pod Pankrácem,"Sinkulova 46/511, 140 00 Praha 4-Nusle",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 241 406 678'},,,,,,"{'latitude': 50.0578, 'longitude': 14.429712}"
1345,RESTAURACE POD SLAVÍNEM S.R.O.,"Svobodova 4/144, 128 00 Praha 2-Vyšehrad",Praha 2,0.0,0,,,,"{'hlavní telefon': '+420 602 247 948', 'další telefon': '+420 222 513 149'}",,,,,,"{'latitude': 50.067712, 'longitude': 14.420904}"
1346,RESTAURACE POD SMETANKOU,"Mánesova 7/1091, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,,{'hlavní telefon': '+420 222 250 747'},,,,,,"{'latitude': 50.079348, 'longitude': 14.435468}"
1347,RESTAURACE POD VIKTORKOU,"Seifertova 55/570, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,,,,{'hlavní telefon': '+420 222 544 225'},,,,,,"{'latitude': 50.084931, 'longitude': 14.446786}"
1348,Restaurace Pod Vinicí,"Chuchelská 6/1721, 143 00 Praha 12-Modřany",Praha 4,0.0,0,"{'Po': '15 - 22:30', 'Út': '15 - 22:30', 'St': '15 - 22:30', 'Čt': '15 - 22:30', 'Pá': '15 - 22:30', 'So': '12 - 22:30', 'Ne': None}","{'Po': 7.5, 'Út': 7.5, 'St': 7.5, 'Čt': 7.5, 'Pá': 7.5, 'So': 10.5, 'Ne': None}",,{'hlavní telefon': '+420 241 773 867'},http://www.podvinici.cz,['hotově'],"['mezinárodní kuchyně', 'bezlepková jídla možná']","['možnost rezervace', 'pořádání oslav', 'nekuřácká restaurace']",['Znojemská vína'],"{'latitude': 50.010449, 'longitude': 14.403738}"
1349,Restaurace Pod Vinořským zámkem - KUBLEX s.r.o.,"Mladoboleslavská 81, 190 17 Praha-Vinoř-Vinoř",Praha 9,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': '12 - 22'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.98, 'So': 12.98, 'Ne': 10.0}",info@restaurace-podzamkem.cz,{'hlavní telefon': '+420 777 525 525'},http://www.restaurace-podzamkem.cz,['hotově'],,"['denní menu', 'ubytování', 'firemní akce']",,"{'latitude': 50.142947, 'longitude': 14.578398}"
1350,Restaurace Podolská kotva - Iweryola plus s.r.o.,"V Cibulkách 11/403, 150 00 Praha 5-Košíře",Praha 5,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",info@podolskakotva.cz,{'hlavní telefon': '+420 608 506 898'},http://www.podolskakotva.cz,,,['denní menu'],,"{'latitude': 50.06542, 'longitude': 14.3603}"
1351,RESTAURACE POHODA JIHU,"Starobylá 13A/881, 149 00 Praha 11-Háje",Praha 4,98.0,1,,,,{'hlavní telefon': '+420 272 930 129'},,,,,,"{'latitude': 50.034592, 'longitude': 14.52332}"
1352,Restaurace POJA,"Seifertova 29/995, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '12 - 23:59', 'Ne': '12 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 11.98, 'Ne': 11.0}",web@restaurace-poja.cz,{'hlavní telefon': '+420 222 541 664'},http://restaurace-poja.cz/,,,,,"{'latitude': 50.085395, 'longitude': 14.443016}"
1353,Restaurace Polo,"Jana Želivského 35/1790, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,"{'Po': '11 - 23:59', 'Út': ['0 - 1', '11 - 23:59'], 'St': ['0 - 1', '11 - 23:59'], 'Čt': ['0 - 1', '11 - 23:59'], 'Pá': ['0 - 1', '11 - 23:59'], 'So': ['0 - 1', '12 - 23:59'], 'Ne': ['0 - 1', '12 - 23:59']}","{'Po': 12.98, 'Út': 13.98, 'St': 13.98, 'Čt': 13.98, 'Pá': 13.98, 'So': 12.98, 'Ne': 12.98}",info@barpolo.cz,{'hlavní telefon': '+420 222 581 291'},http://www.barpolo.cz,['hotově'],,"['Wi-Fi', 'nekuřácký prostor']",,"{'latitude': 50.08915, 'longitude': 14.4683}"
1354,Restaurace Pražanka,"Jažlovická 38, 149 00 Praha 4-Háje",Praha 4,0.0,0,"{'Po': '10:45 - 23', 'Út': '10:45 - 23', 'St': '10:45 - 23', 'Čt': '10:45 - 23', 'Pá': '10:45 - 23', 'So': '10:45 - 23', 'Ne': '10:45 - 23'}","{'Po': 12.25, 'Út': 12.25, 'St': 12.25, 'Čt': 12.25, 'Pá': 12.25, 'So': 12.25, 'Ne': 12.25}",ludahanzlik@seznam.cz,{'hlavní telefon': '+420 739 571 656'},http://www.restauraceprazanka.cz,['hotově'],,['Denní nabídka hotových jídel'],,"{'latitude': 50.027068, 'longitude': 14.52574}"
1355,Restaurace Profesní dům,"Malostranské nám. 25, 118 00 Praha 1-Malá Strana",Praha 1,0.0,0,"{'Po': '11 - 17', 'Út': '11 - 20', 'St': '11 - 20', 'Čt': '11 - 20', 'Pá': '11 - 20', 'So': '11 - 20', 'Ne': '11 - 17'}","{'Po': 6.0, 'Út': 9.0, 'St': 9.0, 'Čt': 9.0, 'Pá': 9.0, 'So': 9.0, 'Ne': 6.0}",adelina.starostova@mff.cuni.cz,"{'rezervace': '+420 602 316 185', 'restaurace': '+420 221 914 317'}",http://www.profesnidum.cz,['hotově'],,"['restaurace', 'společenské akce', 'polední menu, rauty, firemní akce']",,"{'latitude': 50.088346, 'longitude': 14.403204}"
1356,Restaurace Prokopka,"Prokopova 10/2856, 130 00 Praha 3-Žižkov",Praha 3,0.0,0,"{'Po': '0 - 24', 'Út': '0 - 24', 'St': '0 - 24', 'Čt': '0 - 24', 'Pá': '0 - 24', 'So': '0 - 24', 'Ne': '0 - 24'}","{'Po': 24.0, 'Út': 24.0, 'St': 24.0, 'Čt': 24.0, 'Pá': 24.0, 'So': 24.0, 'Ne': 24.0}",restauraceprokopka@gmail.com,{'hlavní telefon': '+420 222 211 889'},https://www.facebook.com/Restaurace-Prokopka-427177724030947/,['hotově'],,"['jídlo s sebou', 'venkovní posezení']",,"{'latitude': 50.08606, 'longitude': 14.45385}"
1357,RESTAURACE PŮDA,"Počernická 85/509, 108 00 Praha 10-Malešice",Praha 10,80.0,1,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",,"{'restaurace': '+420 274 772 989', 'provozní': '+420 772 622 626'}",http://www.restauracepuda.cz,,"['salonek', 'zahrádka', 'soukromé akce']","['firemní akce', 'dětský koutek']","['Pilsner Urguell', 'Pepsi cola', 'Radegast Birrel']","{'latitude': 50.083317, 'longitude': 14.507225}"
1358,RESTAURACE RADNICE s.r.o.,"Táborská 30/500, 140 00 Praha 4-Nusle",Praha 4,0.0,0,,,,"{'hlavní telefon': '+420 241 404 684', 'další telefon': '+420 241 404 697'}",,,,,,"{'latitude': 50.062601, 'longitude': 14.44017}"
1359,Restaurace Rainer Maria Rilke,"Úvoz 6/169, 118 00 Praha 1-Hradčany",Praha 1,0.0,0,,,restaurant@rmrilke.cz,{'rezervace': '+420 222 221 414'},http://www.rmrilke.cz,,,,,"{'latitude': 50.08847, 'longitude': 14.39609}"
1360,Restaurace Red Pif,"Betlémská 9/267, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,"{'Po': '11 - 22', 'Út': '11 - 22', 'St': '11 - 22', 'Čt': '11 - 22', 'Pá': '11 - 22', 'So': '11 - 22', 'Ne': '11 - 22'}","{'Po': 11.0, 'Út': 11.0, 'St': 11.0, 'Čt': 11.0, 'Pá': 11.0, 'So': 11.0, 'Ne': 11.0}",,{'hlavní telefon': '+420 222 232 086'},http://www.redpif.cz,['hotově'],,['denní menu'],,"{'latitude': 50.08381, 'longitude': 14.41542}"
